title;link;downloaded;notesTaken
"Installation d'une pompe de relevage pour le tout à l'égout - LPMDP S2 #29";"https://www.youtube.com/watch?v=bMZZiBCRULk";false;false
"Vivre en autonomie, est-ce vraiment possible ? - Bilan année 3 [2019]";"https://www.youtube.com/watch?v=4qvHeYX37tg";false;false
"Comment on va faire pour éclairer notre vide de mezzanine ?! - LPMDP S2 #30";"https://www.youtube.com/watch?v=RuX7AWEafwY";false;false
"Comment choisir ses spots leds ? Lumens, Lux, Kelvin - LPMDP S2 #31";"https://www.youtube.com/watch?v=DmK_lgCJBeI";false;false
"Vivre dans une maison en travaux : la fausse bonne idée ?!";"https://www.youtube.com/watch?v=Qlce7cUE3lE";false;false
"Plafond de salle de bain : les erreurs à éviter - LPMDP S2 #32";"https://www.youtube.com/watch?v=oEpvfKXhnOs";false;false
"Faire une douche à l'italienne sur plancher BOIS - LPMDP S2 #33";"https://www.youtube.com/watch?v=wj-atvr2R0w";false;false
"Comment maçonner un bac en mortier pour une douche à l'italienne ! - LPMDP S2 #34";"https://www.youtube.com/watch?v=mBS0betW-Z0";false;false
"Natte d'étanchéité, désolidarisation, SEL/SPEC, bac maçonné, receveur à carreler CHOIX SALLE DE BAIN";"https://www.youtube.com/watch?v=Mcj3rjpTfxs";false;false
"Comment être le mieux préparé possible pour ses travaux + DTU + Assurance Autoconstruction ?";"https://www.youtube.com/watch?v=Arz7IfUGyzw";false;false
"Natte d'étanchéité et désolidarisation : Réussir une salle de bain sur support bois - LPMDP S2 #35";"https://www.youtube.com/watch?v=dji_5hqh46c";false;false
"ON CONSTRUIT NOTRE DOUCHE ! en panneaux étanches - LPMDP S2 #36";"https://www.youtube.com/watch?v=5mur8UB7Zis";false;false
"On pose de la pierre naturelle dans notre salle de bain - LPMDP S2 #37";"https://www.youtube.com/watch?v=E-H1qDOffSM";false;false
"On arrête YouTube...";"https://www.youtube.com/watch?v=ZkOTRwZbQK8";false;false
"Travaux et burnout...";"https://www.youtube.com/watch?v=c1MSwpnNhIw";false;false
"Projets 2021, Argent et PUB, Nouvelles de Salomé...";"https://www.youtube.com/watch?v=qeFB_S8ouaU";false;false
"On continue ENFIN la salle de bain en travertin !  - LPMDP S2 #38";"https://www.youtube.com/watch?v=RD3vxQ9wwfg";false;false
"Platine de douche : l'erreur à ne pas faire ! - LPMDP S2 #39";"https://www.youtube.com/watch?v=41N0pMio_EE";false;false
"6000m² de terrain, la misère à entretenir ?!";"https://www.youtube.com/watch?v=3xFDAx9LJGo";false;false
"Salomé s'en va. C'est la fin DES pingouins";"https://www.youtube.com/watch?v=CCmgeVf5fIU";false;false
"La méthode pour protéger le travertin durablement - LPMDP S2 #40";"https://www.youtube.com/watch?v=7d5BehB3ZnQ";false;false
"5 idées cadeaux à faire soi-même !";"https://www.youtube.com/watch?v=NV3lkqyJiTI";false;false
"Faire sa salle de bain tout seul avec douche italienne - LPMDP S2 #41";"https://www.youtube.com/watch?v=qlML1H7-NIs";false;false
"Les TinyHouse ne sont PAS écologiques !";"https://www.youtube.com/watch?v=3htdloJ0Phk";false;false
"L'eau de la ville arrive ENFIN dans la maison ! Plomberie #1 - LPMDP S2 #42";"https://www.youtube.com/watch?v=Za0_wofHhxk";false;false
"Calculs de charges, Fondations, Téflon VS Filasse...";"https://www.youtube.com/watch?v=zYT46ExMLWg";false;false
"Finis les fuites ! 💦 (Plomberie multicouche débutant) - LPMDP S2 #43";"https://www.youtube.com/watch?v=bqSdvAQJqkA";false;false
"Réussir un projet d'autonomie tout seul ? - Bilan Autonomie année 4";"https://www.youtube.com/watch?v=vW2khD_CSwg";false;false
"Je prends enfin ma première douche ! (Plomberie débutant 3/3) - LPMDP S2 #44";"https://www.youtube.com/watch?v=aGuMRIBufZg";false;false
"Clash chez les autonomistes, Mon Bilan Carbone et coût de l'apiculture... - Live #14";"https://www.youtube.com/watch?v=75dmEyuTvzU";false;false
